Relay,Code,ISP,Nips,Version,Price,Link,Events/h,Ping
relay.satoshidnc.com,US,BL Networks,"[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.4-21-g7da862e,,,5,3909ms.
relay.sebdev.io,US,The Constant Company,"[1,2,4,9,11,12,16,20,22,28,33,40]",v236-c0dec7c,,,0,3818ms.
relay.sepiropht.me,DE,IONOS SE,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,3240ms.
relay.sharegap.net,AT,ANX,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,68,2898ms.
relay.shop21.dk,DE,Akamai Technologies,"[1,2,9,11,12,15,16,20,22,33,40,42]",0.8.13,,,0,3695ms.
relay.sigit.io,FI,Hetzner Online GmbH,"[1,2,4,9,11,12,16,20,22,28,33,40]",v236-c0dec7c,,,2,4792ms.
relay.sincensura.org,CA,"Cloudflare, Inc.","[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6-26-gc0dec7c,,,0,2671ms.
relay.snort.social,IE,Apex Strata Ltd,"[1,2,4,9,11,12,16,20,22,28,33,40]",v227-c434c46,,,0,3333ms.
relay.sovereign-stack.org,US,"AT&T Services, Inc.","[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,4540ms.
relay.staging.flashapp.me,US,"DigitalOcean, LLC","[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6,,,0,⛔
relay.stemstr.app,US,"Amazon.com, Inc.","[9,11,12,15,16,20,33]",~,,,0,⛔
relay.stens.dev,GB,Contabo GmbH,"[1,2,4,9,11,20,22,28,40,70]",0.9.7,,,0,2328ms.
relay.stewlab.win,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33]",0.8.1,,,3,4121ms.
relay.stoner.com,CH,Oracle Corporation,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,1,4810ms.
relay.strfront.com,US,Charter Communications,"[1,2,4,9,11,12,15,16,20,22,28,33,40]",2.0.0,,,0,⌛
relay.tagayasu.xyz,CA,Rogers Communications Canada Inc.,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,4,2299ms.
relay.tapestry.ninja,US,"DigitalOcean, LLC","[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,3,3516ms.
relay.test.nquiz.io,FI,Hetzner Online GmbH,"[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6,,,0,⛔
relay.twixy.app,CA,"Cloudflare, Inc.","[1,2,4,9,11,12,15,16,20,22,26,28,33,40]",0.4.3,,,0,2212ms.
relay.unknown.cloud,CA,"Cloudflare, Inc.","[1,2,4,9,11,20,22,28,40,70]",0.9.6-39-g32a3677,,,0,⌛
relay.urbanzap.space,GB,OVH SAS,"[1,2,4,9,11,12,15,16,20,22,28,33,40]",2.0.0,,,14,3151ms.
relay.usefusion.ai,US,Microsoft Corporation,"[1,2,4,9,11,12,15,16,20,22,26,28,33,40]",1.25.2,,,13,4577ms.
relay.utih.net,CA,"Cloudflare, Inc.","[1,2,4,9,11,20,22,28,40,70]",0.9.6-39-g32a3677,,,0,2296ms.
relay.utxo.one,CA,"Cloudflare, Inc.","[1,11,42,70,86]",khatru,,,12,4463ms.
relay.vanderwarker.family,US,"Akamai Technologies, Inc.","[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,⛔
relay.vaporware.network,US,"DigitalOcean, LLC","[1,11,42,70,86]",khatru,,,0,⛔
relay.varke.eu,NL,HOSTINGER NL,"[1,2,4,9,11,12,15,16,20,22,28,33,40]",2.0.0,,,13,4497ms.
relay.vengeful.eu,DE,Felix Gassan,"[1,2,4,9,11,12,15,16,20,22,28,33,40]",2.0.0,500000,link,0,3540ms.
relay.verified-nostr.com,CA,"Cloudflare, Inc.","[1,2,4,5,9,11,12,15,16,17,20,22,33,40]",4.20.23,,,0,1985ms.
relay.wavlake.com,US,Google LLC,"[1,2,4,9,11,12,15,16,20,22,26,28,33,40]",1.25.2,,,48,3119ms.
relay.wellorder.net,DE,Hetzner Online GmbH,"[1,2,9,11,12,15,16,20,22,33,40,42]",0.8.9,,,318,3683ms.
relay.westernbtc.com,US,Peak Internet,"[1,2,4,9,11,12,16,20,22,28,33,40]",1.0.0,15000,link,0,3427ms.
relay.wikifreedia.xyz,GB,The Constant Company,"[1,11,70]",khatru,,,0,⛔
relay.xeble.me,CA,"Cloudflare, Inc.","[1,2,4,5,9,11,12,15,16,17,20,22,33,40]",4.19.21,,,0,4173ms.
relay.xplb.uk,PL,Skhron OU,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,⌛
relay.zhoushen929.com,CA,"Cloudflare, Inc.","[1,2,4,9,11,12,15,16,20,22,26,28,33,40,45,50]",0.4.3,,,0,⌛
relay.zone667.com,FI,Hetzner Online GmbH,"[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6,,,4,4526ms.
relay1.nostrchat.io,FI,Hetzner Online GmbH,"[1,2,4,9,11,12,15,16,20,22,26,28,33,40]",1.25.0,,,55,2812ms.
relay1.xfire.to,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33]",0.8.1,,,0,⌛
relay2.angor.io,DE,Contabo GmbH,"[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6,,,4,1436ms.
relay2.nostr.vet,DE,1&1 IONOS SE,"[1,2,4,9,11,12,15,16,20,22,28,33,40]",2.0.0,,,16,4238ms.
relay2.nostrasia.net,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,4,4416ms.
relay2.nostrchat.io,DE,Hetzner Online GmbH,"[1,2,4,9,11,12,15,16,20,22,26,28,33,40]",1.25.0,,,27,3276ms.
relay5.bitransfer.org,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,4,2856ms.
relaynostr.up.railway.app,NL,Google LLC,"[1,2,4,9,11,12,15,16,20,22,25,26,28,33,40,42]",0.4.3,,,0,⌛
relaypag.es,PL,"The Constant Company, LLC","[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6-26-gc0dec7c,,,0,1932ms.
relays.diggoo.com,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33,40,42,50]",3.0.10,,,0,4969ms.
reraw.pbla2fish.cc,NL,Google LLC,"[1,2,9,11,13,33,40,45]",reraw 0.1.0,,,0,2826ms.
rl.baud.one,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33]",0.8.1,,,3,2679ms.
rly.nostrkid.com,US,"DigitalOcean, LLC","[1,2,4,9,11,12,15,16,20,22,26,28,33,40]",1.22.6,400000000,link,0,4712ms.
rockstr.momostr.pink,CA,"Cloudflare, Inc.","[1,9,11,40]",0.1.0,,,0,⛔
rss.nos.social,US,"DigitalOcean, LLC","[5,9,11,12,15,16,19,20]",0.5.4,,,0,⌛
rsslay.ch3n2k.com,CA,TELUS Communications Inc.,"[5,9,11,12,15,16,19,20]",0.5.4,,,0,4403ms.
